WORD	ANG. SPEL.	MEANING	KIND	FOREBEAR	WHENCE	NOTES
attercop		᛫ a spider ᛫	N	[āttercoppe/āttorcoppe]	NE	kin: cobweb
attercraft		᛫ the art of poisoning ᛫ wicked sorcery ᛫	N	ātorcræft	OE	
atterdeer		᛫ a poisonous animal a venomous animal ᛫	N	atter+deer	NE×2	
atterling		᛫ a malicious person ᛫	N	atterling	ME	
atterloath	atterloaþ	᛫ an antidote ᛫	N	atterlothe	ME	
attern		᛫ poisonous ᛫ venomous ᛫ cruel ᛫ ill-natured ᛫	AJ	attern	ME	
attery		᛫ venomous ᛫ poisonous ᛫	AJ	~	NE	
Attle	Attel	᛫ Lazio ? ᛫ Italy ? ᛫	N(P)	Eatol	OE	kin: Italy
Attler	Atteler	᛫ a Latin ? ᛫ an Italian ? ᛫	N(P)	Eatolware	OE	
atwain	atƿain	᛫ in two parts ᛫	AV	~	NE	
atween	atƿeen	᛫ between ᛫	P	atwēn	ME	
atwind	atƿind	᛫ to escape ᛫	V	~[atwīnden]	NE	PST: atwound ᛫ PTCP: atwound
atwist	atƿist	᛫ substance ᛫	N	ætwist	OE	
atwite	atƿite	᛫ to attribute to ᛫ to charge ᛫ to blame ᛫	V	atwīten	ME	
aught	augt	᛫ property ᛫ possession ᛫	N	aughte[ǣht]	ME	
aught	augt	᛫ anything ᛫	N	~[āht]	NE	
aught	augt	᛫ deliberation ᛫ evaluation ᛫ meditation ᛬ to deliberate ᛫ to evaluate ᛫ to meditate on ᛫	N	æht&eahtian	OE&OE	
Australia		᛫ Australia ᛫	N	~	NE	or: Australy; or New Holland
avel	afel	᛫ power ᛫ strength ᛫	N	āvel[afol]	ME	rhyme: navel ᛫ kin: afl (ON)
aver	afer	᛫ vehement ᛫	AJ	afor	OE	rhyme: waver? ᛫ kin: æfur (Icelandic)?
awe	aƿe	᛫ admiration tinged with fear ᛬ to inspire awe ᛫	N᛬V	~	NE	
awesome	aƿesum	᛫ incredible ᛫ awe-inspiring ᛫	AJ	~	NE	
awful	aƿful	᛫ horrible ᛫	AJ	~	NE	
awin	aƿin	᛫ strife ᛫ struggle ᛫ war ᛫ conflict ᛫	N	iwin[gewin]	ME	
awk	aƿk	᛫ perverse ᛫ sinister ᛫	AJ	~	NE‹N	
awn	aƿn	᛫ one of the slender bristles that terminate the glumes of the spikelet in some cereal and other grasses ᛫	N	~	NE‹N	
awork	aƿork	᛫ a fortress ᛫ a fort ᛫ a castle ᛫	N	geweorc	OE	
awortwale	aƿortƿale	᛫ to uproot ᛫ to eradicate ᛫ to exterminate ᛫ to extirpate ᛫	V	āwyrtwalian	OE	
awrack	aƿrack	᛫ wrecked ᛫ in ruins ᛫	AV	~	NE	[CED]
awry	aƿry	᛫ contorted ᛫ twisted ᛫ bent ᛫ out of place ᛫ deviant ᛫ perverse ᛫	AJ	~	NE	
axe		᛫ an axe ᛫ a hatchet ᛬ to strike with an axe ᛫ to cancel ᛫ to cut down ᛫ to remove something ᛫	N᛬V	~	NE	or: ax
axle	axel	᛫ an axis ᛫ a shoulder ᛫	N	axle&axel[eaxl]	NE&ME	
axlespan	axelspan	᛫ a crossbar ᛫ a crosspiece ᛫	N	eaxlegespann	OE	
ay		᛫ eternal ᛬ always ᛫ ever ᛫ continually ᛫	AJ᛬AV	~	NE‹ME‹N	rhyme: day
ayen		᛫ again ᛫	AV	ayēn	ME	
ayen		᛫ facing ᛫ towards ᛫ contrary to ᛫ against the fact that ᛫	P	onyēn [ongean]	ME	
ayen		᛫ re- ( in instances which denote a return to a person , place , state , or condition ) ᛫	PREFIX	ayẹ̄n	ME	example: recall = ayencall
ayenbite		᛫ remorse ᛫	N	ayenbite	ME	or: againbite (Norse influenced)
ayenbuy	ayenbye	᛫ to ransom ᛫	V	ayẹ̄nbīen	ME	calque: redimere
ayet		᛫ to perceive ᛫	V	ayiten{yeten}	ME	
ayin		᛫ to commence ᛫	V	aginnen[onginnan]	ME	
Babilon		᛫ Babylon ᛫	N(P)	Babilōn	OE	
Babilony		᛫ Babylonia ᛫	N(P)	Babilony	ME	
babyhood		᛫ infancy ᛫	N	~	NE	
Babylony		᛫ Babylonia ᛫	N	babylonie	OE	
back		᛫ to support ᛫ to sponsor ᛫	V	~	NE	
backbite		᛫ to talk maliciously about someone who is not present ᛫	V	~	NE	
backbone		᛫ the ridgebone ᛫ the spine ᛫	N	~	NE	
backen		᛫ to delay ᛫ to retard ᛫	V	~	NE	
backer		᛫ a supporter ᛫ a sponsor ᛫	N	~	NE	
backfriend	backfreend	᛫ a friend who is secretly an enemy ᛫	N	~	NE	
backhanded		᛫ insincere ᛫ sarcastic ᛫	AJ	~	NE	
backleech	backleec	᛫ a physiatrist ᛫	N	back+leech	NE×2	
backridgebone	backricgbone	᛫ a thoracic vertebra ᛫	N	back+ridgebone	NE×2	
backslide		᛫ to regress ᛫ to lapse morally or in the practice of religion ᛫	V	~	NE	
backstab		᛫ to attack someone unfairly in a deceitful and treacherous way ᛫ to betray ᛫	V	~	NE	
backstabber		᛫ a traitor ᛫ a betrayer ᛫	N	~	NE	
backward	backƿard	᛫ retrograde ᛫ socially unsophisticated ᛫ socially barbaric ᛫	AJ	~	NE	
backwater	backƿater	᛫ a remote place ᛫ water held back by an obstruction ᛬ to vacillate on a long-held position ᛫	N᛬V	~	NE	
backwoods	backƿoods	᛫ a woody countryside ᛫	N	~	NE	
badblood		᛫ feelings of ill will ᛫ a serious feud ᛫ an inherited immoral nature ᛫ a long-standing grudge ᛫	N	~	NE	
baddle	baddel	᛫ a hermaphrodite ᛫ an intersex person ᛫	N	bæddel	OE	
badmouth	badmuþe	᛫ to criticize ᛫ to disparage ᛫	V	~	NE	
badow	badoƿ	᛫ battle ᛫	N	beado/beadu/beadwe	OE	or: bade (like shadow and shade)
bag		᛫ a sack ᛫	N	~	NE‹N?	
Baikal Mere		᛫ Lake Baikal ᛫	N(P)	Baikal+mere	NE‹O+NE	
bake		᛫ a baked good ᛫ a pie ᛫ pastry ᛫	N	bāke	ME	same sense as Icelandic 'baka'
baked good		᛫ a piece of baked food ᛫ a pastry ᛫	N	~	NE	
bakehouse	bakehuse	᛫ a bakery ᛫	N	~	NE	
Baker Mere		᛫ Baker Lake ᛫	N(P)	baker+mere	NE×2	
bakern		᛫ a bakery ᛫	N	bakern	ME	
Balaton Mere		᛫ Balaton Lake ᛫	N(P)	Balaton+mere	NE‹O+NE	
bale		᛫ great evil ᛫ great woe ᛫ great sorrow ᛫	N	~	NE	
balecraft		᛫ the craft of evil magic ᛫	N	bealocræft	OE	
baleful		᛫ pernicious ᛫ forebodingly evil ᛫	AJ	~	NE	
balk		᛫ a ridge ᛫ a mound ᛫ an archery butt ᛫ a ridge left between furrows accidently ᛫ a blunder ᛫	N	balk[balca]	ME	
balk		᛫ a hindrance ᛫ a check ᛫ a failure ᛬ to pass over ᛫ omit ᛫ to suddenly refuse ᛫	N᛬V	~	NE	
Balkash Mere	Balkasc	᛫ Lake Balkhash ᛫	N(P)	Balkhash+mere	NE‹O+NE	
ballock		᛫ a testicle ᛫	N	~	NE	or: bollock
ballocks		᛫ testicles ᛫ nonsense ᛫	N	~	NE	or: bollocks
Balt		᛫ a speaker of a Baltic language ᛫ a Lithuanian ᛫ a Latvian ᛫	N(P)	~	NE‹O	
Baltland		᛫ the Baltic states ᛫ the Baltic land region ᛫	N(P)	Balt+land	NE‹O+NE	
ban		᛫ a prohibition ᛬ to prohibit ᛫ to disallow ᛫	N᛬V	~	NE	
bandog		᛫ a mastiff ᛫	N	~	NE‹(N+E)	band-dog
bane		᛫ death ᛫ destruction ᛫ poison ᛫ a cause of misery ᛫ a murderer ᛫ a killer ᛫ a slayer ᛫	N	~[bana]	NE	
baneful		᛫ harmful ᛫ destructive ᛫ deadly ᛫ malignant ᛫ poisonous ᛫ venomous ᛫	AJ	~	NE	
banewort	baneƿort	᛫ an Atropa belladonna plant ( deadly nightshade ) ᛫	N	~	NE	
bangle	bangel	᛫ to fritter away ᛫ to squander ᛫ to waste ᛫	V	~	ANE	often used with "away" like "bangle away"
bank		᛫ an edge of a river lake or watercourse ᛫ an embankment ᛫	N	~	NE	
bare		᛫ unclothed ᛫ devoid of ᛫ basic and simple ᛫	AJ	~	NE	
barm		᛫ a bosom ᛫ a lap ᛫ one's possession ᛫	N	barm	ME	
barm		᛫ beer froth ᛫ yeast ᛫ leaven ᛫ beer head ( the froth from pouring beer ) ᛫	N	barm&berm[beorma]	NE&ME	
barmcloth	barmcloþ	᛫ an apron ᛫	N	~	NE	
barn		᛫ a child ᛫ a kid ᛫	N	barn[bearn]	ME	"bairn" found in Scots
barneken		᛫ pregnant ᛫	AJ	bearnēacen	OE	
barnteam		᛫ offspring ᛫ lineage ᛫	N	barntem	ME	
barrow	barroƿ	᛫ a mountain ᛫ a hill ᛫ a mound ᛫	N	~[beorg]	NE	
barrowmouse	barroƿmuse	᛫ a marmot ᛫	N	barrow+mouse	NE×2	calque: mountain-mouse
barton		᛫ a farmyard ᛫	N	~	NE	equal to: barley town?
base		᛫ crimson ᛫ scarlet ᛫ a monarchist ᛬ of crimson hue ᛫ of scarlet hue ᛫	N᛬AJ	basu/baso	OE	rhyme: gaze
basestone		᛫ topaz ᛫	N	baswa stān	OE	rhyme: gaze tone ᛫ or: bazestone
Baskon		᛫ a Basque person ᛫	N(P)	Baskọ̄n	ME‹I	Basque is a reborrowing?
bass		᛫ a perch fish ᛫	N	~[bas][bærs]	NE	
bast		᛫ phloem ᛫ bast fiber ᛫ fiber ᛫ fibre ᛫	N	~	NE	
bat		᛫ a mace ᛫ a club ᛫ a cudgel ᛫ a bludgeon ᛫	N	bat&bat[batt]	NE&ME	
batch	bac	᛫ a group of like things ( especially baked goods ) ᛬ to group like things ᛫ to sort ᛫	N᛬V	~	NE	kin: bake
batch	bac	᛫ a stream ? ᛫ a brook ? ᛫ a valley ? ᛫	N	bach	ME	
bate		᛫ to get better ᛫ to recover ᛫	V	batian	OE	
baxter		᛫ a baker ᛫	N	baxter[bæcestre]	ME	
Bayer		᛫ a Bavarian ᛫	N(P)	Bægerum	OE	
Bayerland		᛫ Bavaria ᛫	N(P)	Bægerum+land	OE+NE	
be		᛫ to exist ᛫	V	~	NE	
beacon		᛫ a signal ᛫ an indication ᛬ to signal ᛫ to indicate ᛫	N᛬V	beacon&bēacnian	NE&OE	
beaconer		᛫ a signaller ᛫ an indicator ᛫	N	~	NE	
bead		᛫ a prayer ᛫ a request ᛫	N	~[gebed]	NE	
beadframe		᛫ an abacus ᛫	N	bead-frame	NE	
beadle	beadel	᛫ prayerful ᛫ suppliant ᛫	AJ	bēdul	OE	
beam		᛫ a long straight piece of timber ᛫ a tree ᛫ a ray ( of light etc ) ᛫	N	beam&bēm&bēam	NE&ME&OE	
beamish	beamisc	᛫ beaming with happy optimism ᛫	AJ	~	NE	
bean curd		᛫ tofu ᛫	N	~	NE	
bear		᛫ to carry ᛫ to endure ᛫ to give birth to ᛫	V	~	NE	PST: bore ᛫ PTCP: borne
bearcat		᛫ a binturong ᛫	N	~	NE	
bearen		᛫ a she-bear ᛫	N	biren	OE	
bearer		᛫ a carrier ᛫ a bearer ᛫ a porter ᛫	N	berend	OE	
bearing		᛫ relevance ᛫ posture ᛫ demeanour ᛫	N	~{gebǣru}	NE	
bearings		᛫ a direction or a relative position ᛫	N	~	NE	
bearly		᛫ ursine ᛫	AJ	~	NE	
beat		᛫ rhythm ᛫ a unit of rhythm ᛫	N	~	NE	
beat		᛫ to curb ᛫ to rein in ᛫ to restrain ᛫ to keep in check ᛫	V	bǣtan	OE	
beath	beaþ	᛫ to foment ᛫ to heat ( especially unseasoned wood in order to straighten it ) ᛫	V	~[bēthen][beþian]	ANE	[CED]
bebathe	bebaþe	᛫ to suffuse ᛫	V	~	NE	
bebid		᛫ to command ᛫	V	bebēodan	OE	
becall		᛫ to accuse ᛫	V	becall&bicallen	NE&ME	
beck		᛫ a commanding or summoning motion ᛫	N	~	NE	
beck		᛫ a brook ᛫ a small stream ᛫ a rivulet ᛫	N	~	NE‹ME‹N	
beckon		᛫ to invite ᛫ to invite over ᛫ to summon ᛫ to gesture someone for their presence ᛫	V	~	NE	
beckoningly		᛫ indicative ( grammar ) ᛫	AJ	gebīcnigendlīc	OE	from Ælfric's Grammar
beclepe		᛫ to accuse ᛫ to charge against ᛫ to plead or appeal in court ᛫ to apply a term to ᛫	V	beclepen	ME	PST: beclept
beclip		᛫ to surround ᛫ to encircle ᛫ to embrace ᛫ to clasp ᛫ to enclose ᛫ to contain ᛫ to envelope ᛫	V	biclippen	ME	
becloud	beclude	᛫ to make obscure or muddled ᛫	V	~	NE	
becoming		᛫ looking good on someone ᛫ decorous ᛫ appropriate ᛫	AJ	~	NE	
bedder		᛫ a bed fellow ᛫	N	gebedda	OE	
bedeal		᛫ to remove from ᛫ to release from ᛫ to deprive of ᛫	V	bedǣlan	OE	
bedelve	bedelf	᛫ to inter ᛫	V	bidelven	ME	
bedesman		᛫ one who prays for another ᛫ a petitioner ᛫	N	~	NE	
bedfellow	bedfelloƿ	᛫ a consort ᛫	N	~	NE‹(E+N)	
bedight	bedigt	᛫ to equip ᛫	V	~	NE	
bedip		᛫ to submerge ᛫	V	bedipan	OE	
bedizen	bedisen	᛫ to dress ( often in a vulgar or gaudy way ) [ᛏ] ᛫	V	~	NE	rhyme: risen; horizon
bedoven	bedofen	᛫ drenched ᛫ submerged ᛫	AJ	~[bedōven][bedofen]	NE	
bedrock		᛫ a substratum ᛫	N	~	NE	
bee		᛫ a bracelet ᛫ a torque ᛫ an arm ring ᛫ an armlet ᛫ a finger ring ᛫ a collar ᛫ a necklace ᛫ a nose ring ᛫	N	bee&bei[beah]	NE&ME	
beebread		᛫ pollen ᛫ ambrosia ᛫	N	~	NE	
beed		᛫ a table ᛫	N	bēode[bēod]	ME	
beedland		᛫ a tableland ᛫ a plateau ᛫	N	bēode	ME+NE 	calque: tableland
beehouse	beehuse	᛫ an apiary ᛫	N	~	NE	
beek		᛫ to charter ᛫ to grant by book or by charter ᛫	V	gebēcan	OE	
beekeeper		᛫ an apiarist ᛫	N	~	NE	
beely		᛫ apian ᛫	AJ	~	NE	
beem		᛫ a trumpet ᛬ to sound with a trumpet ᛫	N᛬V	bēme	ME	
beerlore		᛫ brewology ᛫	N	beerlore	NE	
beership	beerscip	᛫ a banquet with beer ᛫ convivium ᛫	N	gebēorscipe	OE	
beestings		᛫ a colostrum ( especially of a cow ) ᛫	N	~[bẹ̄sting][bȳsting]	NE	[CED]
beet		᛫ a boast threat or pledge to do a glorious deed ᛫	N	beot[bēot]	ME	
beet		᛫ to repair ᛫ to mend ᛫ to revive ᛫ to restore ᛫ to fix ᛫ to correct ᛫ to amend ᛫	V	beet&bēten[bētan]	NE&ME	kin: boot
befall		᛫ to happen ᛫ to happen to someone ᛫	V	~	NE	PST: befell ᛫ PTCP: befallen
befalling		᛫ a happening ᛫ an occurrence ᛫ an event ᛫ an instance of something ᛫	N	befalling&bifallinge	NE&ME	
befasten		᛫ to fasten ᛫ to entrust ᛫	V	befæstan	OE	
befile		᛫ to defile ᛫ to vandalize ᛫ to deflower ᛫	V	~[befȳlan]	NE	kin: befoul
befoe		᛫ to become a foe of ᛫ to make a foe of someone ᛫	V	~	NE	
beforehand		᛫ in advance ᛫	AV	~	NE	
befoul	befule	᛫ to make foul or dirty ᛫ to pollute ᛫	V	~	NE	kin: befile
begang		᛫ a course ᛫ a passage ᛬ to commit ᛫ to practise a behaviour ᛫	N᛬V	begang&begangan	OE	
beget		᛫ to produce ᛫ to create ᛫ to cause ᛫ to sire ᛫ to generate ᛫ to engender ᛫ to conceive ᛫	V	~	NE	PST: begot/begat ᛫ PTCP: begotten
begetter		᛫ a procreator ᛫	N	~	NE	
begetting		᛫ conception ᛫	N	~[biyetinge]	NE	
beghast	begast	᛫ to inspire ᛫ to amaze ᛫ to shock ᛫ to awe ᛫	V	~	NE	
begod		᛫ to deify ᛫	V	~	NE	
begone		᛫ avaunt! ᛫	I	~	NE	
begreed		᛫ to blame ᛫ to charge ( with a crime ) ᛫ to accuse ( of a crime ) ᛫	V	begrēden[grǣdan]	ME	
begripe		᛫ to grip ᛫ to seize ᛫ to rebuke ᛫ to reprehend ᛫	V	bigrīpen	ME	
begriprown	begriprune	᛫ a logographic rune ᛫	N	be+grip+rown	NE×3	calque: Begriffsrune
behalf		᛫ the interests of a person group or principle ᛫ a representative of ᛫ one's stead ᛫	N	~	NE	
behaving	behafing	᛫ behavior ᛫ behaviour ᛫	N	~	NE	
behead		᛫ to decapitate ᛫	V	~	NE	
beheart		᛫ to enamour ᛫ ravish ᛫	V	~	NE	
Beheem		᛫ a Bohemian ᛫	N(P)	behēmas{bēme}	OE	
Beheemland		᛫ Bohemia ᛫	N(P)	behēmas+land	OE+NE	
beheeve	beheef	᛫ beneficial ᛫	AJ	bihēve	ME	
behest		᛫ an order ᛫ a command ᛫	N	~	NE	
behight	behigt	᛫ to vow ᛫ to promise ᛫	V	behight&beheten	NE&ME	
behirn		᛫ to put in a corner ᛫ to store away ᛫	V	bihirnen	ME	
behither	behiþer	᛫ on this side of ᛫	P	~	NE	
behold		᛫ to see ( something ) ᛫ to observe ᛫	V	~	NE	
beholden		᛫ owing obedience or a favour to something or someone ᛫	AJ	~	NE	
beholder		᛫ an observer ᛫	N	~	NE	
behoof		᛫ advantage ᛫ benefit ᛫	N	~	NE	
behoove	behoof	᛫ to benefit [ᛏ] ᛫ to suit [ᛏ] ᛫ to be proper for [ᛏ] ᛫	V	~	NE	
behooveful	behooful	᛫ expedient ᛫ beneficial ᛫ advantageous ᛫ profitable ᛫ suitable ᛫ proper ᛫ requisite ᛫	AJ	behoveful&bihọ̄veful 	NE&ME	
behoovely	behoofly	᛫ expedient ᛫ beneficial ᛫ advantageous ᛫ profitable ᛫ suitable ᛫ proper ᛫ requisite ᛬ advantageously ᛫ profitably ᛫	AJ᛬AV	~	NE	
behote		᛫ a promise ᛫ a pledge ᛬ to promise ᛫ to pledge ᛫	N᛬V	bihōt&bihōten	ME&ME	
being		᛫ existence ᛫ the nature of a being ᛫ an existing thing ᛫	N	~	NE	
beingless		᛫ non-existent ᛫	AJ	~	NE	
beknow	beknoƿ	᛫ to know ᛫ to realize ᛫ to recognize ᛫ to acknowledge something as true ᛫	V	biknouen	ME	
belap		᛫ to surround ᛫ to envelop ᛫	V	~	NE	
belatch	belac	᛫ to catch ( like in a trap ) ᛫	V	belacchen	ME	
belate		᛫ to retard ᛫ to slow ᛫ to slow down ᛫	V	~	NE	[CED]
belated		᛫ late ᛫ overdue ᛫	AJ	~	NE	
belay		᛫ to stop ᛫ to cancel (nautical) ᛫	V	~	NE	
belew	beleƿ	᛫ to betray ᛫	V	belǣwan	OE	kin: 𐌻𐌴𐍅𐌾𐌰𐌽
belide		᛫ to cover ᛫	V	behlīdan	OE	kin: lid?
belie		᛫ to misrepresent ᛫ to give a false impression of ᛫	V	~	NE	
belight	beligt	᛫ to illuminate ᛫	V	~	NE	
belirt		᛫ to deceive ᛫ to beguile ᛫ to delude ᛫ to defraud ᛫ to cozen ᛫	V	bilirten	ME	
belittle	belittel	᛫ to denigrate ᛫ to disparage ᛫	V	~	NE	
belive	belife	᛫ to stay ᛫ to remain ᛫	V	bilīven	ME	rhyme: drive
bell		᛫ a bellow ᛬ to bellow ( generally used for stag during rutting time ) ᛫	N᛬V	~	NE	
bellhouse	bellhuse	᛫ a belfry ᛫	N	~	NE	
bellyache	bellyake	᛫ to grumble ᛫	V	~	NE	
beload		᛫ to exculpate ᛫ to absolve ᛫ to acquit ᛫ to pardon ᛫	V	belādian	OE	
bemean		᛫ to demean ᛫ to debase ᛫ to degrade ᛫	V	~	NE	[MW]
bemete		᛫ to compare ᛫	V	bemetan	OE	
bemiddle	bemiddel	᛫ to mediate ᛫	V	be+middle	NE×2 	calque: bemiddelje
bemiddling	bemiddeling	᛫ mediation ᛫	N	be+middle+ing	NE×3 	calque: bemiddelje
bemoan		᛫ to complain ᛫ to complain about ᛫	V	~	NE	
ben		᛫ an injury ᛬ to injure ᛫	N᛬V	benn&bennian	OE	kin: bane
benchmark	bencmark	᛫ a standard ( something others are compared to ) ᛫	N	~	NE	
bend		᛫ a bond ᛫ a band ᛫ a binding commitment ᛫ an obligation ᛫	N	bende	ME	
bendsome	bendsum	᛫ flexible ᛫ pliable ᛫	AJ	~	NE	
bene		᛫ a request to a god ᛫ an entreaty to a god ᛫ a prayer ᛫	N	bene&bēne[bēn/bōn]	NE	
benetide		᛫ prayer time ᛫	N	bēntīd	OE	
benim		᛫ to deprive ᛫	V	binimen[beniman]	ME	PST: benum; benimmed ᛫ PTCP: benum
benorth	benorþ	᛫ north of ᛫	P	~	NE	
benote		᛫ to use ᛫ to consume ᛫	V	benōten[benotian]	ME	
bent		᛫ an inclination ᛬ sharply curved ᛫ dishonest ᛫ corrupt ᛫	N᛬AJ	~	NE	
Benthamish	Benþamisc	᛫ of or pertaining to the utilitarianist doctrines of Jeremy Bentham ᛫	AJ(P)	Bentham+ish	NE×2	calque: Benthamian
Bentleyish	Bentleyisc	᛫ of or relating to American political scientist and philosopher Arthur Fisher Bentley ᛫	AJ(P)	Bentley+ish	NE×2	calque: Bentleyan
bentmoon		᛫ a crescent moon ᛫	N	bente mone	ME	
benumb		᛫ to deprive of physical or emotional feeling ᛫	V	benumb	NE	[OXF]
bequeath	becƿeaþ	᛫ to give ( especially through a will ) ᛫	V	becweþan	OE	
bequest	becƿest	᛫ the act of giving through inheritance ᛫ a legacy ᛫ an inheritance ᛫	N	~	NE	
bere		᛫ barley ᛫	N	bēre[bere]	ME	barley comes from "bere-ly"
bere		᛫ -bearing ᛫ -able ( passive ) [ᚹ] ᛫	SUFFIX	bere[bǣre]	ME	see: endly (suffix)
bereave	bereaf	᛫ to deprive ᛫	V	~	NE	PTCP: bereft
beright	berigt	᛫ to entitle ᛫	V	be+right	NE×2	
berise		᛫ to befit ᛫	V	birīsen	ME	
berman		᛫ a porter ᛫ a waiter ᛫	N	berman[bǣrman]	ME	
bern		᛫ a man ᛫ a soldier ᛫	N	bern[beorn]	ME	
bernet		᛫ arson ᛫	N	bernet[bærnet]	OE	
Bernick		᛫ the Bernicians ᛫	N(P)	Beornice	OE‹C?	
Bernickrich	Bernickric	᛫ the Kingdom of Bernicia ᛫	N(P)	Beornice Rīce	OE‹C?+OE‹C	
berth	berþ	᛫ a position ( as in a rank job or role in a group especially in regards to ships ) ᛫	N	~	NE	
berue	bereƿ	᛫ to repent ᛫ to regret ᛫ to feel remorse ᛫	V	bireuen	ME	
beruse	bereƿs	᛫ to repent ᛫ to feel remorse ᛫	V	bireusen [behrēowsian]	ME	not akin to "ruse" as in "a trick"
berusing	bereƿsing	᛫ repentance ᛫ penitence ᛫	N	behrēowsung	OE	
berusingtide	bereƿsingtide	᛫ a season for penitence ᛫	N	behrēowsungtīd	OE	
besee		᛫ to attend to ᛫ to look after ᛫ to provide ᛫ to furnish ᛫	V	besee&bisēn	NE&ME	
beseech	beseec	᛫ to implore ᛫ to plead ᛫	V	~	NE	PST/PTCP= besought
beseem		᛫ to be suitable for ᛫	V	~	NE	
beset		᛫ to surround ᛫ to hem in ᛫ to trouble persistently ᛫ to be covered or studded with ᛫ to assail on all sides ᛫	V	~	NE	
beshine	bescine	᛫ to illuminate ᛫ to enlighten ᛫ to dispel ignorance ᛫	V	bishīnen	ME	
beshrew	bescreƿ	᛫ to curse ( to invoke evil upon ) ᛫	V	~	NE	[CED]
besight	besigt	᛫ a legal provision ᛫ a legal disposition ᛫	N	besight	ME	kin: besee ᛫ rare
besing		᛫ to sing about ᛫ to celebrate in song ᛫ to enchant ᛫	V	besing&besingan	NE&OE	
besit		᛫ to sit around something ᛫ to besiege ᛫	V	~	NE	PST: besat
besmite		᛫ to strike forcefully ᛫ to hit forcefully ᛫ to infatuate ᛫ to enamour ᛫ to charm ᛫ to fascinate ᛫	V	~	NE	
besmitten		᛫ afflicted or troubled by something ᛫ infatuated ᛫ enamoured ᛫ charmed ᛫ fascinated ᛫	AJ	~	NE	
besom		᛫ a broom ( especially one made of twigs tied to a handle ) ᛫ a bundle of rods or twigs used for flogging ᛫	N	~[bē̆sm]	NE	[CED]
besouth	besuþe	᛫ south of ᛫	P	~	NE	
bespeak		᛫ to order or reserve something in advance ᛫ to customize [ᚹ] ᛫	V	bespeak&besprecan	NE&OE	
bespoke		᛫ custom ( as in customized ) ᛫ tailor-made ᛫	AJ	~	NE	
bestead		᛫ situated ᛫	AJ	~	NE	[MW]
bestir		᛫ to put into brisk or vigorous action ᛫ to move with life and vigour ᛫ to make active ᛫ to rouse oneself ᛫	V	~	NE	
bestow	bestoƿ	᛫ to endow ᛫	V	~	NE	
bestrew	bestreƿ	᛫ to cover with scattered objects ᛫	V	~	NE	
bestride		᛫ to straddle ᛫ to dominate ᛫	V	~	NE	[OXF]
beswathe	besƿaþe	᛫ to cover ( literally or figuratively ) ᛫	V	~	NE	
beswink	besƿink	᛫ to produce or acquire through labour ᛫	V	beswinken	ME	
betake		᛫ to grant ᛫ to give a daughter in marriage ᛫ to entrust ᛫ to put in charge ᛫	V	~[bitāken]	ME‹(E+N)	
beteach	beteac	᛫ to hand over ᛫ to commit ( like to an asylum ) ᛫ to deliver ᛫ to entrust ᛫	V	bitēchen&betǣcan	ME&OE	
betee		᛫ to devote ᛫ to spend ᛫	V	bitēn	ME	
beteem		᛫ to allow ᛫ to permit ᛫ to vouchsafe ᛫	V	~	NE	[MW]; CED
beteld		᛫ to cover ᛫ to surround ᛫	V	biteldan	OE	
bethatch	beþac	᛫ to bedeck ᛫	V	~	NE	
bethew	beþeƿ	᛫ to enthral ᛫ to enthrall ᛫ to enslave ᛫ to inslave ᛫	V	be+thew	NE×2	
bethink	beþink	᛫ to ponder ᛫ to remind oneself ᛫	V	~	NE	
bethrall	beþrall	᛫ to enthral ᛫ to enthrall ᛫	V	~	NE‹(E+N)	
bethring	beþring	᛫ to throng around ᛫ to press around ᛫	V	beþringan	OE	PST: bethrang ᛫ PTCP: bethrung
bethwack	beþƿack	᛫ to thwack thoroughly ᛫	V	~	NE	[MW]
betide		᛫ to happen ᛫ to happen to someone ᛫	V	~	NE	[MW]
betightle	betigtel	᛫ to accuse ᛫ to charge with a crime ᛫	V	betīhtlian	OE	
betimes		᛫ on time ᛫ promptly ᛫ early ᛫ in due time ᛫	AV	~	NE	
betly		᛫ excellent ᛫	AJ	betlīc	OE	
betoken		᛫ to indicate ᛫ to signify ᛫ to portend ᛫	V	~	NE	[CED]
betroth	betroþ	᛫ to engage someone to be married ᛫	V	~	NE	
betrothed	betroþed	᛫ a fiancé ᛫	N	~	NE	
better		᛫ a superior ᛬ to improve ᛫ to make better ᛫ to overcome ᛫ to defeat ᛬ superior ᛫	N᛬V᛬AJ	~	NE	
betterhood		᛫ superiority ᛫	N	~	NE	
between	betƿeen	᛫ inter- ᛫	PREFIX	betweon	OE	
betwixt	betƿixt	᛫ between ᛫	AV&P	~[betwēox]	NE	
betwixtblin	betƿixtblin	᛫ an intermission ᛫	N	betweohblinness	OE	
betwixtfack	betƿixtfack	᛫ an interval ᛫	N	betweohsfæc	OE	
betwixtsend	betƿixtsend	᛫ to intermit ᛫	V	betwyxsendan	OE	
betwixtset	betƿixtset	᛫ interposed ᛫	AJ	betwyhgeset	OE	
betwixtwarp	betƿixtƿarp	᛫ an interjection ( grammatical term ) ᛬ to interject ᛫	N᛬V	betwyxaworpennyss	OE	
bever	befer	᛫ to tremble ᛫ to shake ᛫ to quiver ᛫ to shiver ᛫	V	~	NE	[MW]
bevering	befering	᛫ trembling ᛫ vibrato [ᚹ] ᛫	N	bevering	NE	calque: Bebung
